docid,sentences,words,syllables,letters,unique,ttr,flesch-adap,coleman,flesch-gradelevel,ari,awl,awlstd,psfl,zh,wiki,brescola
netb-18091f,8,169,368,832,94,0.5562130178,43.17537352,11.74650888,18.34342456,12.32019231,4.923076923,3.514972203,s,d,s,s
netb-180928,4,74,166,387,46,0.6216216216,40.27912162,13.35081081,18.09527027,12.45202703,5.22972973,4.048848009,s,d,d,s
netb-18093c,10,278,631,1425,126,0.4532374101,28.59425899,13.27553957,22.03545324,16.61298561,5.125899281,3.774485303,d,d,s,s
netb-18093f,10,183,432,1006,91,0.4972677596,29.55320879,14.90644809,19.51679121,13.61213115,5.49726776,3.769121474,s,d,s,s
netb-180951,3,57,134,306,39,0.6842105263,30.66578947,14.20842105,19.56035088,13.35526316,5.368421053,3.706947384,s,s,s,d
netb-180954,5,54,125,285,32,0.5925925926,42.03966667,12.49259259,15.93681481,8.828333333,5.277777778,4.142895153,s,d,s,d
netb-18095e,4,99,223,503,54,0.5454545455,31.45933673,12.87919192,20.81602041,14.87560606,5.080808081,4.284519392,s,d,s,d
netb-180964,3,73,166,387,42,0.5753424658,31.75858447,14.15561644,20.73287671,15.70611872,5.301369863,3.692587657,s,d,s,s
netb-180965,11,264,581,1405,117,0.4431818182,34.51468288,14.25984848,20.13014094,15.63647727,5.321969697,4.142185311,d,d,d,s
netb-180969,6,193,468,1070,108,0.5595854922,10.1425,15.87875648,25.6525,20.76576857,5.544041451,3.81561806,d,d,s,s
netb-18096c,10,196,406,939,86,0.4387755102,52.90096154,10.85979592,16.58320513,10.9347449,4.790816327,3.407991411,s,d,d,s
netb-18096f,3,46,107,260,38,0.8260869565,36.48471014,15.50434783,17.83782609,12.8584058,5.652173913,3.552203182,s,s,d,d
netb-180975,9,149,327,778,84,0.5637583893,46.3653393,13.11436242,16.76331096,11.44093214,5.22147651,3.989660525,s,s,s,d
netb-180981,38,829,1804,4204,327,0.394451146,42.39694508,12.66166466,18.61707348,13.36310583,5.071170084,3.62852939,d,d,s,s
netb-180982,31,679,1450,3248,286,0.4212076583,45.7067642,10.97561119,18.17566562,12.05192218,4.783505155,3.376514062,d,d,s,s
netb-18098b,9,242,534,1240,119,0.4917355372,32.85851697,13.22809917,21.13152022,16.14832874,5.123966942,3.862449546,d,d,s,s
netb-180994,12,252,568,1342,124,0.4920634921,36.15916501,14.10380952,19.27028884,14.15261905,5.325396825,3.876730264,d,s,s,s
netb-180995,8,205,453,983,97,0.4731707317,35.88025915,11.24019512,20.47887195,13.96752439,4.795121951,3.655530472,d,s,s,s
netb-1809a3,6,142,321,739,78,0.5492957746,33.56967136,13.55014085,20.31464789,14.91523474,5.204225352,4.042971178,s,s,s,d
netb-1809a4,4,124,292,681,73,0.5887096774,16.78472561,15.53774194,24.41550813,19.93701613,5.491935484,4.037118039,s,d,s,d
netb-1809ac,8,90,209,508,61,0.6777777778,40.95625,14.75822222,16.19972222,10.78033333,5.644444444,3.581778302,s,s,s,d
netb-1809ad,7,141,347,825,82,0.5815602837,20.19,17.13475177,21.3054306,16.19993921,5.85106383,4.024633669,d,s,s,s
netb-1809ca,42,590,1267,3042,192,0.3254237288,51.75831627,12.40976271,15.36439785,9.878250202,5.155932203,4.004585134,d,d,s,d
netb-1809cf,12,160,344,767,90,0.5625,50.18981157,10.16725,15.36727707,7.815229167,4.79375,3.407889514,s,d,s,s
netb-1809d8,26,663,1481,3490,293,0.4419306184,31.97839548,13.99125189,20.91561069,16.11321267,5.263951735,3.828685972,d,d,s,s
netb-1809da,20,416,964,2258,162,0.3894230769,31.25712349,14.69288462,19.91262048,14.53533654,5.427884615,3.936343401,d,s,s,s
netb-1809dc,20,276,672,1620,128,0.4637681159,27.44336861,16.56811594,18.69314599,13.11565217,5.869565217,4.011443932,d,s,s,d
netb-1809dd,27,390,945,2193,152,0.3897435897,27.70527132,15.21446154,18.81395349,12.27691453,5.623076923,4.325118142,d,s,d,d
netb-1809ea,8,240,581,1364,116,0.4833333333,12.11522059,16.63133333,24.81838235,20.3385,5.683333333,4.438436912,d,d,s,s
netb-1809f7,9,190,379,867,95,0.5,58.65248538,9.629263158,16.18122807,10.61802924,4.563157895,3.238536142,s,d,s,s
netb-1809f8,29,705,1697,3905,324,0.4595744681,18.72276504,15.55177305,22.48543523,16.81389582,5.539007092,3.843974248,d,d,s,s
netb-1809f9,23,552,1247,2923,275,0.4981884058,32.44673557,14.10297101,20.52168053,15.51081522,5.295289855,3.572963024,d,d,s,s
netb-180a0a,13,307,747,1727,166,0.5407166124,17.82088272,16.02397394,22.46032787,16.87336006,5.625407166,3.792638946,d,d,s,s
netb-180a0d,4,91,206,505,67,0.7362637363,30.43551966,15.52967033,20.39985955,16.08291209,5.549450549,3.981450772,s,d,d,d
netb-180a0f,8,92,196,444,54,0.5869565217,56.92771739,10.00347826,14.03413043,7.050869565,4.826086957,3.351212291,s,s,d,d
netb-180a11,38,598,1289,3070,199,0.3327759197,48.24629795,12.50568562,16.24526316,10.61852139,5.133779264,3.644599629,d,d,d,s
netb-180a2a,17,553,1159,2738,234,0.4231464738,37.45647059,12.40296564,21.91581699,18.15474205,4.951175407,3.622733559,d,d,s,s
netb-180a2e,10,150,332,772,84,0.56,41.63791781,12.48906667,16.93687671,10.3108,5.146666667,3.327434781,d,d,s,s
netb-180a43,83,1675,3639,8371,338,0.2017910448,43.96754012,12.11921194,17.98038982,12.19911368,4.99761194,3.91796402,d,d,s,s
netb-180a44,15,239,491,1127,122,0.510460251,58.86099303,10.0692887,14.865841,8.746582985,4.715481172,3.519611951,s,s,s,s
netb-180a4a,3,52,119,278,36,0.6923076923,37.63782051,13.92769231,18.17384615,12.41705128,5.346153846,4.0042507,s,s,s,d
netb-180a4e,1,40,93,224,27,0.675,11.54,16.388,27.445,24.946,5.6,4.217819342,s,d,s,s
netb-180a55,6,106,226,577,65,0.6132075472,40.72233333,14.53169811,17.578,13.04172956,5.443396226,4.040082637,s,d,d,s
netb-180a59,17,281,625,1480,129,0.4590747331,40.78008951,13.37864769,17.4627792,11.64182332,5.266903915,4.022614988,d,d,d,s
netb-180a76,25,718,1533,3569,282,0.3927576602,39.05495209,12.39738162,20.80495042,16.34224234,4.970752089,3.42333175,d,d,s,s
netb-180a80,25,735,1539,3504,328,0.4462585034,41.65122125,11.22519728,20.60181689,15.72420408,4.767346939,3.217557346,d,d,s,s
netb-180a84,7,187,431,1022,102,0.5454545455,25.82951613,15.22759358,22.1158679,17.66842628,5.465240642,3.924776682,s,d,s,s
netb-180a85,3,73,172,385,49,0.6712328767,24.80515982,13.99452055,21.70273973,15.57707763,5.273972603,4.145505154,s,s,s,s
netb-180aa3,34,849,1801,4201,375,0.4416961131,42.55792736,12.10987044,19.32644366,14.36119518,4.948174323,3.59093868,d,d,s,s
netb-180aaa,19,466,1025,2355,243,0.5214592275,37.51033956,12.70858369,19.96548953,14.6358403,5.053648069,3.76841937,d,d,s,s
netb-180aab,12,199,438,1027,91,0.4572864322,44.94204545,12.76060302,16.9480303,11.1690536,5.16080402,3.780972111,d,d,s,d
netb-180aba,26,541,1288,2997,256,0.4731977819,25.63223027,15.35112754,20.6924026,15.0660273,5.53974122,3.875701729,d,d,s,s
netb-180abb,21,354,891,2102,170,0.4802259887,18.79110169,17.35864407,20.68428571,14.96585956,5.937853107,4.26741456,d,s,d,d
netb-180abf,56,1721,3919,9194,609,0.3538640325,22.70421737,14.64922719,23.47895267,19.0980354,5.342242882,3.939211168,d,d,d,s
netb-180ad2,35,828,1855,4403,331,0.3997584541,33.46861538,14.21647343,20.26249573,15.44462215,5.31763285,3.965348484,d,d,s,s
netb-180ad5,23,529,1032,2339,211,0.3988657845,59.63912134,8.911758034,16.48046123,10.89550095,4.421550095,2.962587872,d,d,s,s
netb-180ada,19,377,831,1937,160,0.424403183,41.32850526,12.91925729,18.25616842,12.6907078,5.137931034,3.819823897,d,d,s,s
netb-180adb,17,396,859,2028,188,0.4747474747,38.79347346,13.0420202,19.39118706,14.33796791,5.121212121,3.526301543,d,d,s,s
netb-180b16,25,388,746,1829,176,0.4536082474,67.32384211,10.01061856,13.50326316,8.532551546,4.713917526,2.955531615,d,d,s,s
netb-180b1d,22,552,1161,2739,278,0.5036231884,44.59793964,12.1965942,19.09637109,14.48626976,4.961956522,3.556531318,d,d,s,s
netb-180b23,15,345,763,1791,204,0.5913043478,37.4334966,13.43791304,19.57697959,14.52104348,5.191304348,3.677339111,d,d,s,d
netb-180d1b,14,500,1088,2593,238,0.476,27.60169517,13.86488,24.08679074,20.85320286,5.186,3.927773415,d,d,s,s
netb-180d29,3,111,254,585,61,0.5495495496,17.69081081,14.38918919,25.8418018,21.89297297,5.27027027,3.520713344,s,d,s,d
netb-180d5b,14,94,210,513,59,0.6276595745,49.05630435,11.8812766,13.90763975,7.631717325,5.457446809,3.639806207,s,d,s,d
netb-180d60,10,189,421,976,74,0.3915343915,40.303,12.99830688,18.16646809,12.34253968,5.164021164,3.917073835,d,s,s,d
netb-180d6a,19,432,1039,2412,237,0.5486111111,21.86760288,15.72814815,21.70278178,16.23592105,5.583333333,4.019915698,d,d,s,s
netb-180d6c,25,230,535,1289,153,0.6652173913,41.89131179,13.93617391,15.55008559,9.566478261,5.604347826,3.402681585,d,d,s,d
netb-180e1a,5,113,283,667,57,0.5044247788,14.02166372,17.59787611,22.77621239,17.67150442,5.902654867,4.273740775,s,d,s,s
netb-180e28,21,650,1536,3656,288,0.4430769231,15.92945135,16.31643077,24.51409938,20.53812894,5.624615385,4.550977267,d,d,d,s
netb-180e29,4,57,125,297,42,0.7368421053,48.84493421,12.76070175,15.84469298,10.23657895,5.210526316,3.557728637,s,s,d,d
netb-180e2f,8,177,360,814,84,0.4745762712,54.31032839,9.903502825,17.03875,11.29317797,4.598870057,3.535549705,s,d,s,d
netb-180e3d,29,316,585,1380,147,0.4651898734,79.76178914,7.162025316,10.67362344,4.587263204,4.367088608,2.647794474,s,d,s,s
netb-180e40,17,379,739,1663,171,0.4511873351,60.87093838,8.67292876,16.15107688,10.3838926,4.387862797,2.689755886,d,s,s,s
netb-180e42,41,565,1074,2481,258,0.4566371681,73.77256098,7.872,12.24509081,6.142562487,4.391150442,2.805984676,d,d,s,s
netb-180e44,150,2259,4521,10837,796,0.3523683046,61.52624324,10.44239044,14.21254054,8.695073041,4.797255423,3.440066953,d,d,d,s
netb-180e4c,24,514,1149,2764,257,0.5,36.00162073,14.43719844,19.35437008,14.60603761,5.377431907,3.730925082,d,d,s,s
netb-180e4d,23,403,817,2160,227,0.5632754342,52.73795787,14.02630273,15.93086506,12.57553458,5.359801489,3.61991623,d,s,d,s
netb-180e4e,12,395,861,2150,225,0.5696202532,27.47961572,15.30582278,23.27572539,20.66504219,5.443037975,4.058891897,d,d,d,s
netb-180e4f,13,362,729,1937,192,0.5303867403,43.57356381,14.5998895,19.65184971,17.69548024,5.350828729,3.760232724,d,d,d,s
netb-180e51,6,245,504,1335,135,0.5510204082,27.03461538,15.51510204,25.03538462,24.65136054,5.448979592,4.006429651,d,d,d,s
netb-180e53,15,380,782,1987,209,0.55,44.99509009,13.77778947,18.96945946,15.86500877,5.228947368,3.762376621,d,d,d,s
netb-180e56,21,419,879,2283,241,0.5751789976,45.24051155,14.7547494,17.58661952,14.2095079,5.448687351,3.685631903,d,s,s,s
netb-180e5a,21,499,1141,2729,252,0.50501002,30.93246988,15.11166333,20.6943144,16.20964978,5.468937876,3.914483803,d,d,s,s
netb-180e5b,15,363,765,1843,176,0.4848484848,45.13032502,12.83041322,18.80154017,14.58330579,5.077134986,3.845443879,d,d,d,s
netb-180e5d,29,489,1068,2492,231,0.472392638,46.94944785,12.40973415,16.75798604,11.00373387,5.096114519,3.782016054,d,d,d,s
netb-180e5e,10,193,425,1023,129,0.6683937824,41.2024267,13.83336788,18.1155445,13.18544041,5.300518135,3.580727014,s,s,s,s
netb-180e5f,72,1294,2708,6317,481,0.3717156105,52.80759144,11.25777434,16.19598344,10.54921003,4.881761978,3.466656093,d,s,s,s
netb-180e63,31,576,1191,2750,262,0.4548611111,54.50349837,10.67986111,16.11526245,10.34730175,4.774305556,3.278364398,d,d,s,s
netb-180e64,12,353,806,1913,183,0.5184135977,25.81107767,15.05903683,22.8252762,18.80306421,5.419263456,3.648100522,d,d,s,s
netb-180e67,9,113,229,566,81,0.7168141593,61.78153153,11.29451327,13.56414414,8.439459194,5.008849558,3.158064758,s,s,s,s
netb-180e6b,55,977,2019,4766,457,0.4677584442,54.68071883,11.21748209,15.86746862,10.42813343,4.878198567,3.264289213,d,d,s,s
netb-180e6c,36,594,1260,2917,303,0.5101010101,51.8066011,11.28141414,15.96986041,9.949747475,4.910774411,3.357556191,d,d,s,s
netb-180e6f,25,405,796,1837,189,0.4666666667,65.74547129,9.043358025,13.96190495,8.03362963,4.535802469,3.210603906,d,d,s,s
netb-180e71,57,1009,1990,4562,405,0.4013875124,63.12411275,9.113141724,14.68439628,8.716238937,4.521308226,3.19870388,d,d,s,s
netb-180e73,9,175,357,828,113,0.6457142857,56.51488889,10.49851429,16.06533333,10.57725079,4.731428571,3.035388554,s,d,s,s
netb-180e74,43,927,1839,4335,326,0.3516720604,57.850269,10.32405609,16.35795632,11.37479792,4.676375405,3.155261803,d,d,s,s
netb-180e77,11,281,563,1295,152,0.5409252669,53.40529602,10.13950178,18.01472016,13.04895503,4.608540925,3.107183447,d,d,s,s
netb-180e7c,46,1005,2156,5188,408,0.4059701493,44.05078679,13.19884577,18.36308792,13.80782349,5.162189055,3.4788005,d,d,s,s
netb-180e7d,11,250,535,1247,130,0.52,44.08800657,12.22704,18.59159547,13.42711636,4.988,3.587179393,d,d,d,d
netb-180e7f,61,1228,2622,6173,398,0.3241042345,47.50433196,12.28765472,17.48457599,12.31214543,5.026872964,3.429622014,d,d,s,s
netb-180e80,23,549,1368,3257,252,0.4590163934,13.11832128,17.84364299,23.1960035,18.44735091,5.932604736,4.011029052,d,d,s,s
netb-180e81,19,392,950,2231,210,0.5357142857,22.86843716,16.23030612,21.05325457,15.69193743,5.691326531,4.043024514,d,d,s,s
netb-180e82,23,354,753,1788,177,0.5,52.79293386,11.97581921,15.56675699,10.0551437,5.050847458,3.435065418,d,d,s,s
netb-180e83,25,644,1413,3346,296,0.4596273292,35.81836056,13.60136646,20.47135775,15.92152174,5.195652174,3.694747789,d,d,s,s
netb-180e84,32,582,1226,2887,231,0.3969072165,49.0780596,11.74013746,16.70496443,11.02761598,4.9604811,3.290643579,d,s,s,s
netb-180e85,27,467,1005,2344,213,0.4561027837,49.21716076,12.00197002,16.54955984,10.85891903,5.019271949,3.375445582,d,d,s,s
netb-180e86,25,675,1472,3424,259,0.3837037037,36.23751429,12.93054815,20.74081905,15.96191111,5.072592593,3.538035229,d,d,s,s
netb-180e87,28,688,1502,3580,312,0.4534883721,38.73543003,13.59186047,19.8011516,15.36414452,5.203488372,3.550612383,d,d,s,s
netb-180e89,10,163,395,940,99,0.6073619632,24.93449379,16.29325153,19.63931056,13.88196319,5.766871166,3.817252653,d,d,s,s
netb-180e8a,12,189,398,936,105,0.5555555556,52.07669355,11.44063492,15.70446237,9.770714286,4.952380952,3.436938644,s,d,s,s
netb-180e8b,32,561,1192,2778,267,0.4759358289,50.41335685,11.6285918,16.41779346,10.65894051,4.951871658,3.516120384,d,s,s,s
netb-180e8d,31,449,1016,2410,207,0.4610244989,41.51102054,13.71714922,16.90168523,11.09278181,5.367483296,3.757209923,d,s,s,s
netb-180e8f,10,252,644,1515,152,0.6031746032,7.057,18.37539683,24.39355556,19.48607143,6.011904762,4.127417178,d,d,d,s
netb-180e90,8,160,334,758,95,0.59375,50.94866745,10.5765,16.94867138,10.883625,4.7375,3.457758486,s,s,s,d
netb-180e91,5,106,256,603,77,0.7264150943,23.00001887,16.25320755,21.17611321,15.96367925,5.688679245,3.797623903,s,d,s,d
netb-180e93,25,432,913,2121,185,0.4282407407,52.12572715,11.3562037,16.1298877,10.33479167,4.909722222,3.594452763,d,d,s,s
netb-180e96,21,539,1164,2728,259,0.4805194805,39.20743781,12.80675325,19.98965885,15.24170068,5.06122449,3.490506497,d,d,d,s
netb-180eb5,34,713,1538,3577,307,0.4305750351,43.92115155,12.28746143,18.1645098,12.6845648,5.016830295,3.552807008,d,d,s,s
netb-180eb7,37,982,2070,4873,379,0.3859470468,42.00400901,12.26317719,19.78503504,15.21280591,4.962321792,3.378319203,d,d,s,s
netb-180eb8,35,858,1804,4168,324,0.3776223776,45.53894737,11.55645688,18.8344528,13.70742258,4.857808858,3.451402992,d,d,s,s
netb-180eb9,81,1239,2390,5557,519,0.4188861985,68.7940043,8.637094431,13.28839064,7.342821272,4.485068604,2.787246663,d,d,s,s
netb-180eba,50,965,1992,4605,423,0.4383419689,53.802,10.72580311,16.383,10.69621762,4.772020725,3.146812609,d,d,s,s
netb-180ebd,74,790,1603,3732,402,0.5088607595,63.21938405,9.204759494,12.9014272,6.158116319,4.724050633,3.111807452,d,s,s,s
netb-180ec0,33,617,1331,2977,273,0.4424635332,46.28957833,10.9876175,17.27575263,10.64404401,4.824959481,3.224474785,d,d,s,s
netb-180ec2,32,587,1214,2855,244,0.4156729131,51.13872815,11.18500852,16.42530594,10.64996699,4.863713799,3.5613621,d,d,s,s
netb-180ec8,58,466,919,2219,213,0.4570815451,70.35631579,8.51527897,11.25734725,5.015331508,4.761802575,3.225621704,d,s,s,s
netb-180ecc,5,87,173,381,42,0.4827586207,59.39411765,8.249195402,15.05647059,7.896551724,4.379310345,3.708459975,s,s,s,d
netb-180ed7,76,1618,3401,8009,676,0.4177997528,48.52438034,11.91527812,17.60878635,12.52894574,4.949938195,3.304017201,d,d,s,s
netb-180ed8,24,346,677,1565,197,0.5693641619,68.23220109,8.742774566,13.17161232,7.082235067,4.523121387,2.961367356,d,s,s,d
netb-180ed9,24,326,669,1596,194,0.5950920245,59.44876035,10.80760736,14.15864907,8.420439673,4.895705521,3.116576494,s,d,s,s
netb-180edb,6,97,195,437,59,0.6082474227,62.35366838,8.859381443,14.43664948,7.872611684,4.505154639,3.370960619,s,s,s,d
netb-180edc,17,179,364,803,97,0.5418994413,66.11189287,7.766703911,12.51200131,4.963923759,4.48603352,2.979178286,s,s,s,s
netb-180ee8,30,802,1684,3948,408,0.5087281796,43.49628431,12.03820449,19.66708761,15.12255195,4.922693267,3.28208448,d,d,s,s
netb-180eeb,69,1027,2118,5160,456,0.4440116845,56.72980906,11.75443038,14.8448226,9.676683319,5.024342746,3.414898259,d,d,s,s
netb-180ef0,17,296,632,1446,158,0.5337837838,50.52962639,11.22459459,16.39518283,10.28486884,4.885135135,3.289055661,d,d,s,s
netb-180ef1,10,201,399,921,116,0.5771144279,58.25618182,9.670049751,15.91078788,10.20164179,4.582089552,3.195842699,s,s,s,s
netb-180ef2,10,253,498,1168,129,0.5098814229,56.07128571,10.17565217,17.55704762,12.96418972,4.616600791,3.305170388,d,s,s,s
netb-180ef4,20,435,911,2096,214,0.491954023,49.5849569,11.17121839,17.60468391,12.13962069,4.818390805,3.220142381,d,d,s,s
netb-180ef7,160,3399,7400,17546,1176,0.345984113,41.93151042,13.15983525,18.50915509,13.50539662,5.162106502,3.404031639,d,d,s,s
netb-180efb,109,2099,4345,10477,845,0.4025726536,52.51434991,12.01246308,16.52659066,11.7080497,4.991424488,3.409892682,d,d,d,s
netb-180efc,147,3390,7102,16861,1308,0.385840708,46.49180336,12.1620885,18.29933194,13.52695738,4.973746313,3.297834429,d,d,s,s
netb-180efd,99,2280,5085,11994,836,0.3666666667,34.57081818,13.84663158,19.94163636,14.86223046,5.260526316,3.669650742,d,d,d,s
netb-180f00,90,1722,3565,8355,727,0.4221835075,53.26812024,11.18222997,16.41054023,10.9891928,4.851916376,3.201810488,d,d,s,s
netb-180f09,15,226,472,1081,135,0.5973451327,56.85560767,10.36053097,14.93024779,8.632138643,4.783185841,3.37506218,s,d,s,s
netb-180f12,14,271,558,1287,140,0.5166051661,54.42,10.59542435,16.31809524,10.61672641,4.749077491,3.423888981,d,d,s,s
netb-180f13,17,307,604,1413,148,0.4820846906,62.59756966,9.624234528,14.82885449,9.27768538,4.602605863,3.156874467,s,d,s,s
netb-180f14,33,584,1249,2869,273,0.4674657534,49.65907947,11.41390411,16.57993139,10.55716636,4.912671233,3.399875661,d,d,s,s
netb-180f15,50,880,1897,4471,383,0.4352272727,48.413143,12.39259091,16.73218407,11.30001136,5.080681818,3.439620683,d,d,s,s
netb-180f16,21,288,561,1290,144,0.5,69.59538908,8.379166667,12.80550523,6.524017857,4.479166667,2.852797725,s,s,s,s
netb-180f17,21,599,1246,2982,227,0.3789649416,43.41115578,12.43465776,20.12494855,16.27968439,4.978297162,3.634080444,d,d,s,s
netb-180f18,21,545,1086,2721,272,0.4990825688,49.86814465,12.41629358,18.43172507,15.06162167,4.99266055,3.22375661,d,d,s,s
netb-180f19,34,664,1363,3230,282,0.4246987952,54.6547021,11.2873494,16.32398015,11.24630227,4.864457831,3.356750348,d,d,s,s
netb-180f1a,32,643,1351,3183,283,0.4401244168,48.70209769,11.83427683,17.25425935,11.93247376,4.950233281,3.333324707,d,d,s,s
netb-180f1b,22,407,847,1931,183,0.4496314496,53.61053292,10.49749386,16.22451411,10.16646192,4.744471744,2.903621843,d,d,s,s
netb-180f1c,12,331,706,1614,168,0.5075528701,39.92977273,11.79854985,20.37984848,15.32825277,4.876132931,3.117982853,d,d,s,s
netb-180f1d,12,249,507,1206,145,0.5823293173,54.90591398,11.25253012,16.5933871,11.75728916,4.843373494,3.134784484,s,d,s,s
netb-180f1e,22,388,770,1835,209,0.5386597938,62.65464588,10.33041237,14.74849072,9.663568416,4.729381443,3.013964514,d,d,s,d
netb-180f1f,40,990,2152,5052,434,0.4383838384,38.68364357,13.00985859,19.82700687,14.98027273,5.103030303,3.684185546,d,d,d,s
netb-180f23,6,56,117,272,44,0.7857142857,62.60809524,9.588571429,12.70357143,6.113809524,4.857142857,3.032140754,s,d,s,d
netb-180f29,39,811,1687,3812,289,0.356350185,51.55645299,10.41474723,17.08604938,11.10617819,4.700369914,3.247723264,d,d,s,s
netb-180f2c,30,702,1577,3642,331,0.4715099715,34.55995238,13.44068376,20.09371429,14.70564103,5.188034188,3.543217004,d,d,s,s
netb-180f2d,77,1346,2656,6277,466,0.3462109955,63.59845027,9.927756315,14.57329343,9.275096293,4.663447251,3.147505629,d,s,s,s
netb-180f2e,21,409,836,1944,202,0.4938875306,55.39036036,10.62816626,16.20640927,10.6949901,4.753056235,3.13434273,d,d,s,s
netb-180f32,33,643,1264,2849,307,0.4774494557,62.52415038,8.733934681,15.22967148,9.181460012,4.430793157,2.828336479,d,d,s,s
netb-180f33,23,461,910,2210,231,0.5010845987,60.2078727,10.91149675,15.65584816,11.17113176,4.793926247,3.062410473,d,d,s,s
netb-180f35,22,529,1090,2508,205,0.3875236295,49.82727273,10.84620038,18.12984848,12.92293521,4.741020794,3.351358906,d,d,s,s
netb-180f36,36,615,1194,2751,306,0.4975609756,66.28511752,8.769560976,14.0884138,8.180300813,4.473170732,3.08030917,d,d,s,s
netb-180f39,68,1126,2376,5546,465,0.4129662522,52.49903544,11.3737833,15.883022,10.04804409,4.925399645,3.422801711,d,d,s,s
netb-180f3a,45,835,1577,3768,348,0.4167664671,67.63920054,9.138730539,14.2100813,9.102005323,4.51257485,3.046666572,d,d,s,s
netb-180f40,8,101,242,563,58,0.5742574257,31.4155,14.63207921,17.841,11.13725248,5.574257426,3.958563933,s,s,s,d
netb-180f51,8,111,218,520,73,0.6576576577,67.21693182,9.612612613,13.15795455,7.572364865,4.684684685,3.130731089,s,d,s,d
netb-180f53,27,504,1030,2399,236,0.4682539683,55.7627037,10.60261905,15.94022222,10.32255952,4.759920635,3.11930446,d,d,s,s
netb-180f55,27,464,907,2182,225,0.4849137931,65.38020924,10.1287931,14.2491342,9.311773627,4.702586207,2.802768373,d,d,s,s
netb-180f56,19,376,705,1664,176,0.4680851064,68.63172326,8.726382979,14.4086927,9.308992161,4.425531915,2.869462703,d,d,s,s
netb-180f57,123,872,1828,4356,336,0.3853211009,63.5054155,9.397798165,12.01288637,5.643109943,4.995412844,3.013346012,d,d,s,s
netb-180f58,23,531,1057,2454,258,0.4858757062,55.89666694,10.09212806,17.01325963,11.8805969,4.621468927,3.0137523,d,d,s,s
netb-180f5a,15,270,584,1387,153,0.5666666667,47.57833333,12.76133333,16.95296296,11.76544444,5.137037037,3.358752871,d,d,s,s
netb-180f5c,21,349,674,1655,156,0.446991404,67.73941403,10.3025788,13.77417044,9.214910629,4.742120344,3.293995071,s,s,s,s
netb-180f5d,30,448,1043,2466,215,0.4799107143,36.71829167,14.58410714,17.705875,11.96269345,5.504464286,3.630227472,d,d,d,s
netb-180f5e,19,429,893,2137,230,0.5361305361,48.37152322,12.17939394,17.92756656,13.32164152,4.981351981,3.290818907,d,d,s,s
netb-180f5f,62,912,1836,4343,464,0.5087719298,62.0413849,10.18864035,14.08218787,8.35414792,4.762061404,3.135004569,d,d,s,s
netb-180f60,13,279,587,1414,162,0.5806451613,49.05799007,12.62121864,17.6065233,13.17152192,5.068100358,3.399191393,d,d,s,s
netb-180f63,36,869,1806,4357,411,0.4729574223,45.11960458,12.45495972,18.68986275,14.25448472,5.013808976,3.330618546,d,d,s,s
netb-180f66,34,434,878,2062,231,0.5322580645,60.99150388,9.817880184,13.70843507,7.330279208,4.751152074,3.294711733,d,s,s,s
netb-180f67,14,291,605,1388,155,0.5326460481,50.77869377,10.82213058,17.16313643,11.42842415,4.76975945,2.878748943,s,s,s,s
netb-180f68,11,263,562,1253,112,0.4258555133,43.18931645,10.97581749,19.01054129,12.96420325,4.764258555,3.443947703,d,s,s,s
netb-180f69,24,487,974,2232,252,0.5174537988,58.42580971,9.69026694,15.98856959,10.30252738,4.583162218,3.087492796,d,s,s,s
netb-180f6a,35,721,1464,3441,349,0.4840499307,54.66345378,10.82563107,16.56095798,11.34865465,4.772538141,2.956151173,d,d,s,s
netb-180f6b,34,675,1450,3394,315,0.4666666667,45.25551074,12.27454815,17.6861254,12.17904837,5.028148148,3.30038498,d,d,s,s
netb-180f6c,13,280,596,1367,157,0.5607142857,46.89631868,11.53271429,17.92714286,12.33412363,4.882142857,3.233259476,d,d,s,s
netb-180f6e,11,316,664,1533,171,0.5411392405,40.96200058,11.69506329,20.49559351,15.78309839,4.851265823,3.303244231,d,d,s,s
netb-180f70,31,592,1172,2790,307,0.5185810811,61.21179966,10.36148649,15.29979626,10.31585331,4.712837838,3.117946752,d,s,s,s
netb-180f71,39,619,1162,2728,287,0.4636510501,72.04102564,8.248852989,12.96124386,7.263377242,4.407108239,2.941928176,d,s,s,s
netb-180f86,77,1891,4398,10532,710,0.3754627181,26.32713699,15.74360656,21.51734063,17.08175383,5.569539926,3.790913285,d,d,d,s
netb-180f89,9,209,484,1106,152,0.7272727273,28.51952991,14.0415311,20.88102564,15.10580011,5.291866029,3.409244519,s,s,s,d
netb-180f92,42,1048,2194,5178,453,0.4322519084,46.25227077,12.06587786,18.85917247,14.31754544,4.940839695,3.149023243,d,d,s,s
netb-180f96,31,664,1369,3345,236,0.3554216867,52.20908342,12.43945783,17.1405019,13.00701176,5.037650602,3.301163252,d,s,d,s
netb-180fa1,204,5247,11488,26726,1405,0.2677720602,36.24708133,12.99940537,20.40152528,15.42104312,5.093577282,3.678344457,d,d,d,s
netb-180fac,30,641,1248,2910,288,0.4492979719,62.43519683,9.508580343,15.71710296,10.63570463,4.539781591,2.918881341,d,d,s,s
netb-180fad,33,657,1348,3244,286,0.4353120244,54.1089554,11.74630137,16.48623138,11.78061851,4.937595129,2.946101673,d,d,s,s
netb-180fc1,67,1264,2512,5848,533,0.4216772152,60.12755925,9.835316456,15.37316056,9.794038353,4.626582278,3.161495354,d,d,s,s
